LicenseNumber,BusinessType,BusinessName,Address,City,State,ZIP Code,County,PhoneNumber,IssueDate,ExpirationDate,Classification(s),Status,SuretyCompany,ContractorBondNumber,BondEffectiveDate,BondCancellationDate,WorkersCompCoverageType,WorkersCompInsuranceCompany,WorkersCompPolicyNumber,EffectiveDate,ExpirationDate1,CancellationDate,WorkersCompSuspendDate,Contact Name,Company Email,Phone,Website,Minority / Ethnic Owned,Evidence URL,Evidence Type
1103854,Corporation,HOMERIGHT HEATING & AIR CONDITIONING INC,1624 DIXIE DR,SAN JOSE,CA,95122,Santa Clara,(209) 639 3656,04/21/2023,04/30/2027,C20| C36,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100979890,07/24/2025,,Workers' Compensation Insurance,CONTINENTAL CASUALTY COMPANY,7039300918,05/19/2025,05/19/2026,,,,,,,Unknown,,
651731,Sole Owner,BING'S HEATING & COOLING CO,2026 34TH AVE,SAN FRANCISCO,CA,95116,San Francisco,(415) 309 6127,08/05/1992,08/31/2026,C20,CLEAR,WESTERN SURETY COMPANY,67294806,04/01/2025,,Workers' Compensation Insurance,CONTINENTAL CASUALTY COMPANY,7039335538,06/19/2025,06/19/2026,,,,,,,Unknown,,
921166,Sole Owner,GARDNER WES HEATING & A/C,P O BOX 794,ALAMO,CA,945070794,Contra Costa,(925) 212 7327,08/21/2008,08/31/2026,C20,CLEAR,WESTERN SURETY COMPANY,67405765,05/11/2025,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC02233702,06/27/2025,06/27/2026,,,,,,,Unknown,,
817449,Corporation,T E P S,2500 BISSO LANE STE 500,CONCORD,CA,94520,Contra Costa,(925) 681 2238,02/20/2003,02/28/2027,B| C10| C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,159062,01/01/2023,,Workers' Compensation Insurance,CYPRESS INSURANCE COMPANY,TOWC635003,04/01/2025,04/01/2026,,,,,,,Unknown,,
271264,Corporation,AIRE SHEET METAL INC,1973 EAST BAYSHORE ROAD,REDWOOD CITY,CA,94063,San Mateo,(650) 364 8081,09/07/1971,04/30/2027,C-4| C20| C43,CLEAR,FIRST NATIONAL INSURANCE COMPANY OF AMERICA,6565513,01/01/2023,,Workers' Compensation Insurance,AMERICAN CASUALTY COMPANY OF READING PA,8035249563,10/01/2025,10/01/2026,,,,,,,Unknown,,
1075227,Sole Owner,APOLLO HEATING AND VENTILATING,1005 GENEVA AVE,SAN FRANCISCO,CA,94112,San Francisco,(415) 585 3635,04/27/2021,04/30/2027,C20,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF626454,04/22/2024,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9337956,05/01/2023,05/01/2026,,,,,,,Unknown,,
857838,Corporation,APEX MECHANICAL INC,16055 CAPUTO DR STE B,MORGAN HILL,CA,95037,Santa Clara,(408) 573 8260,04/23/2005,04/30/2027,B| C20| C43,CLEAR,OHIO CASUALTY INSURANCE COMPANY (THE),32S461871,01/01/2023,,Workers' Compensation Insurance,INSURANCE COMPANY OF THE WEST,WSA504882506,06/15/2025,06/15/2026,,,,,,,Unknown,,
1033009,Corporation,THE FIXALL CO INC,330 TILDEN CIRCLE,VACAVILLE,CA,95688,Solano,(510) 910 7545,11/16/2017,11/30/2027,B| C10| C20| C33| D62,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100411844,01/01/2023,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9226380,02/16/2018,02/16/2026,,,,,,,Unknown,,
786358,Corporation,S & H CONSTRUCTION INC,5560 BOSCELL CMN,FREMONT,CA,94538,Alameda,(510) 579 7382,10/24/2000,06/30/2026,A| B| C-9| C10| C20| C36,CLEAR,HUDSON INSURANCE COMPANY,30113380,03/10/2023,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9329889,01/01/2023,01/01/2026,,,,,,,Unknown,,
337516,Corporation,MORK WALTER CO INC,2418 6TH STREET,BERKELEY,CA,94710,Alameda,(510) 845 0992,07/01/1977,04/30/2026,C20| C43,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100234658,01/01/2023,,"Leasing Firm, Temp Agency, etc",ACE AMERICAN INSURANCE COMPANY,C58908435,06/01/2025,06/01/2026,,,,,,,Unknown,,
1140506,Corporation,SEABRIGHT HEATING & COOLING INC,319 PIERCY ROAD,SAN JOSE,CA,95138,Santa Clara,(831) 291 7653,07/16/2025,10/31/2027,C20,CLEAR,MERCHANTS BONDING COMPANY (MUTUAL),101666404,10/23/2025,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC03531800,08/16/2025,08/16/2026,,,,,,,Unknown,,
736565,Corporation,MONARCH MECHANICAL,5767 BROADWAY SUITE 201,OAKLAND,CA,94618,Alameda,(510) 400 7512,05/29/1997,04/30/2026,B| C20| C36| C43,CLEAR,FINANCIAL PACIFIC INSURANCE COMPANY,55223172,01/01/2023,,Workers' Compensation Insurance,TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA,UB2X748843,10/01/2024,10/01/2026,,,,,,,Unknown,,
741518,Sole Owner,JEMA AND COMPANY,1916 CLEVELAND STREET,SAN LEANDRO,CA,94577,Alameda,(650) 592 7945,10/17/1997,07/31/2026,C10| C20,CLEAR,WESTERN SURETY COMPANY,67639923,09/01/2025,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9079946,11/26/2013,11/26/2026,,,,,,,Unknown,,
742544,Sole Owner,AIR TECH HEATING & AIR CONDITIONING,4631 DAMIANO LANE,VACAVILLE,CA,95687,Solano,(707) 330 7214,11/12/1997,11/30/2027,C20| C43,CLEAR,MERCHANTS BONDING COMPANY (MUTUAL),101699440,11/18/2025,12/19/2025,Workers' Compensation Insurance,STATE FARM GENERAL INSURANCE COMPANY,97ESH8220,09/12/2025,09/12/2026,,,,,,,Unknown,,
970192,Corporation,CONTRA COSTA HEATING AND AIR CONDITIONING,14676 DOOLITTLE DRIVE,SAN LEANDRO,CA,94577,Alameda,(510) 632 7699,02/16/2012,02/28/2026,B| C20| C36,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100214711,01/01/2023,,Workers' Compensation Insurance,AMERICAN INSURANCE COMPANY,WCP12895915000,08/28/2025,08/25/2026,,,,,,,Unknown,,
762650,Corporation,FERREIRA SERVICES CO,676 WALSH AVE,SANTA CLARA,CA,95050,Santa Clara,(650) 430 1703,05/05/1999,08/31/2026,B| C10| C20| C36,CLEAR,MERCHANTS BONDING COMPANY (MUTUAL),101546261,07/03/2025,,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,76WEGAU6VTR,09/21/2025,09/21/2026,,,,,,,Unknown,,
1124970,Corporation,MAX - AIRE MECHANICAL,101 S SANTA CRUZ AVENUE #33192,LOS GATOS,CA,95030,Santa Clara,(408) 710 6725,08/12/2024,08/31/2026,C20,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF628331,07/11/2024,,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,TES4654051,08/02/2025,08/02/2026,,,,,,,Unknown,,
813490,Corporation,TRI-CITY HEATING & AIR-CONDITIONING INC,P O BOX 4695,ANTIOCH,CA,945314695,Contra Costa,(925) 755 2665,10/10/2002,03/31/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,10128373,01/01/2023,,Workers' Compensation Insurance,SECURITY NATIONAL INSURANCE COMPANY,SWC1569661,07/01/2025,07/01/2026,,,,,,,Unknown,,
787817,Corporation,AIRSECO MECHANICAL INC,319 PIERCY RD,SAN JOSE,CA,95138,Santa Clara,(408) 365 1111,11/28/2000,01/31/2026,B| C20| D62,CLEAR,WESTERN SURETY COMPANY,66864505,03/21/2024,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9033697,12/15/2012,12/15/2025,,,,,,,Unknown,,
492183,Sole Owner,CERTIFIED FURNACE CO,2768 HAYLOFT COURT,MORGAN HILL,CA,95037,Santa Clara,(408) 763 1629,05/23/1986,05/31/2026,C20,CLEAR,OHIO CASUALTY INSURANCE COMPANY (THE),931034C,01/01/2023,,Workers' Compensation Insurance,MAPFRE INSURANCE COMPANY,MWC0213500,06/01/2025,06/01/2026,,,,,,,Unknown,,
1089557,Sole Owner,COZY CONDITIONS HVAC,320 BROOKSIDE DR,ANTIOCH,CA,94509,Contra Costa,(925) 477 0340,04/06/2022,04/30/2026,C20,CLEAR,HUDSON INSURANCE COMPANY,30136049,03/17/2024,,Workers' Compensation Insurance,EMPLOYERS COMPENSATION INSURANCE COMPANY,EIG578120200,12/26/2024,12/26/2025,,,,,,,Unknown,,
678733,Corporation,STUCKERT HEATING & SHEET METAL INC,7144 MISSION STREET,DALY CITY,CA,94014,San Mateo,(650) 333 7251,10/12/1993,10/31/2027,C20,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF613971,01/01/2023,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9340472,06/10/2023,06/10/2026,,,,,,,Unknown,,
1138012,Corporation,ONE HOUR HEATING AND AIR CONDITIONING OF PLEASANT HILL,278 SCOTTSDALE ROAD,PLEASANT HILL,CA,94523,Contra Costa,(925) 323 7402,05/27/2025,05/31/2027,C20,CLEAR,WESTERN SURETY COMPANY,67490765,05/14/2025,,Workers' Compensation Insurance,EMPLOYERS COMPENSATION INSURANCE COMPANY,EIG590611800,05/12/2025,05/12/2026,,,,,,,Unknown,,
890699,Corporation,CALIFORNIA HEATING AND COOLING INC,1814 VERNE ROBERTS CIRCLE,ANTIOCH,CA,94509,Contra Costa,(925) 756 0700,02/06/2007,02/28/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100382148,01/01/2023,,Workers' Compensation Insurance,,ONCC0701426002,05/02/2025,05/02/2026,,,,,,,Unknown,,
1005466,Corporation,RENNER HEATING & AIR CONDITIONING INC,7711 LOCKE RD,VACAVILLE,CA,95688,Solano,(707) 416 9239,07/11/2015,02/28/2027,C20,CLEAR,NATIONWIDE MUTUAL INSURANCE COMPANY,7901128362,02/06/2023,,Workers' Compensation Insurance,SECURITY NATIONAL INSURANCE COMPANY,SWC1529757,01/23/2025,01/23/2026,,,,,,,Unknown,,
256057,Corporation,THERMAL MECHANICAL,425 ALDO AVE,SANTA CLARA,CA,95054,Santa Clara,(408) 988 8744,01/08/1969,01/31/2026,C-4| C10| C20| C36| C38| HAZ,CLEAR,MERCHANTS BONDING COMPANY (MUTUAL),CA776500,01/01/2023,,Workers' Compensation Insurance,TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA,UB3K2195892526G,04/01/2025,04/01/2026,,,,,,,Unknown,,
941837,Sole Owner,RIESCHE DENNIS A,330 WOODHAVEN DRIVE,VACAVILLE,CA,95687,Solano,(707) 330 9933,01/06/2010,01/31/2026,C20,CLEAR,WESTERN SURETY COMPANY,67268523,11/20/2024,,Workers' Compensation Insurance,SECURITY NATIONAL INSURANCE COMPANY,SWC1529264,04/04/2025,01/01/2026,,,,,,,Unknown,,
464367,Corporation,ALCO SHEET METAL & HEATING INC,308 ALAMO SQUARE,ALAMO,CA,94507,Contra Costa,(510) 432 3028,10/18/1984,10/31/2026,C20| C43,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100312227,01/01/2023,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9342867,07/20/2023,07/20/2026,,,,,,,Unknown,,
1121136,Corporation,COPELAND MECHANICAL INC,8040 WELLS AVE STE D,NEWARK,CA,94560,Alameda,(510) 795 7216,05/21/2024,05/31/2026,C20,CLEAR,WESTERN SURETY COMPANY,67026723,04/12/2024,,Workers' Compensation Insurance,EVEREST PREMIER INSURANCE COMPANY,7600020933251,10/01/2025,10/01/2026,,,,,,,Unknown,,
633744,Corporation,P C M HEATING AND AIR CONDITIONING INC,247 SUNOL STREET,SAN JOSE,CA,95126,Santa Clara,(408) 365 7004,12/14/1991,04/30/2026,C20,CLEAR,MERCHANTS BONDING COMPANY (MUTUAL),100184847,09/13/2023,,Workers' Compensation Insurance,PREFERRED EMPLOYERS INSURANCE COMPANY,PEG941897063,01/01/2024,01/01/2026,,,,,,,Unknown,,
928189,Corporation,SELECT MECHANICAL INC,P O BOX 2496,LIVERMORE,CA,94551,Alameda,(925) 447 1500,01/30/2009,01/31/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100152690,01/01/2023,,Workers' Compensation Insurance,INSURANCE COMPANY OF THE WEST,WPL502318712,02/20/2025,02/20/2026,,,,,,,Unknown,,
1121373,Corporation,BADGER HEATING & COOLING INC,16740 FELIZ CT,MORGAN HILL,CA,95037,Santa Clara,(408) 854 3269,05/28/2024,05/31/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100856059,05/07/2024,,Workers' Compensation Insurance,MARKEL INSURANCE COMPANY,MWC022601402,05/09/2025,05/09/2026,,,,,,,Unknown,,
403858,Corporation,MALIBU HEATING & AIR CONDITIONING INC,P O BOX 1417,GILROY,CA,95021,Santa Clara,(408) 847 6533,05/01/1981,05/31/2027,C20,CLEAR,WESTERN SURETY COMPANY,66579027,04/01/2023,,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,TWP4647991,08/12/2025,08/12/2026,,,,,,,Unknown,,
1141682,Sole Owner,BAY QUALITY COMFORT,340 DAVID DR,ALAMO,CA,94507,Contra Costa,(925) 286 0552,08/07/2025,08/31/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100958956,05/16/2025,,Workers' Compensation Insurance,AMERICAN CASUALTY COMPANY OF READING PA,8035609737,08/06/2025,08/06/2026,,,,,,,Unknown,,
1126406,Limited Liability,ASAP RODENT & REMODELING SOLUTIONS,6036 LEONA ST,OAKLAND,CA,94605,Alameda,(510) 384 6007,09/13/2024,09/30/2026,B| C20,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF628395,07/15/2024,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9366446,09/06/2024,09/06/2026,,,,,,,Unknown,,
955347,Sole Owner,ENERGY SOLUTIONS,P O BOX 1376,MORGAN HILL,CA,95038,Santa Clara,(408) 612 7132,12/07/2010,12/31/2026,C20,CLEAR,ATLANTIC SPECIALTY INSURANCE COMPANY,800206023,10/31/2025,,Workers' Compensation Insurance,MARKEL INSURANCE COMPANY,MWC0116798,09/15/2025,09/15/2026,,,,,,,Unknown,,
928315,Sole Owner,D G HEATING AND AIR CONDITIONING,1040 COMMERCIAL ST STE 104,SAN JOSE,CA,95112,Santa Clara,(408) 201 9411,02/03/2009,02/28/2027,C20| C46,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100189872,01/01/2023,,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,TWC4657188,07/16/2025,07/16/2026,,,,,,,Unknown,,
490427,Corporation,PARAGON MECHANICAL INC,16160 CAPUTO DRIVE,MORGAN HILL,CA,95037,Santa Clara,(408) 727 7303,04/24/1986,04/30/2026,B| C20| C36| C43,CLEAR,EVEREST REINSURANCE COMPANY,ES00014811,07/27/2023,,Workers' Compensation Insurance,BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPANY,PAWC643570,07/01/2025,07/01/2026,,,,,,,Unknown,,
220289,Corporation,COMPARE HEATING AIR CONDITIONING AND SHEET METAL,1717 SOLANO WAY 42,CONCORD,CA,94520,Contra Costa,(925) 686 1366,09/17/1963,05/31/2027,C20| C43,CLEAR,WESTERN SURETY COMPANY,14696044,01/01/2023,,Workers' Compensation Insurance,PREFERRED EMPLOYERS INSURANCE COMPANY,PEG471782414,07/02/2025,07/01/2026,,,,,,,Unknown,,
861722,Sole Owner,MIKE'S HEATING AND AIR CONDITIONING,2033 DORLAND DR,FAIRFIELD,CA,94534,Solano,(707) 718 6014,07/23/2005,07/31/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC6342711,01/01/2023,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC01991302,05/11/2025,05/11/2026,,,,,,,Unknown,,
977067,Corporation,HARMAN ELECTRICALS,8709 DEERVALE RD,DUBLIN,CA,94568,Alameda,(925) 580 8045,09/22/2012,11/30/2026,C10| C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100410601,01/01/2023,,Workers' Compensation Insurance,SECURITY NATIONAL INSURANCE COMPANY,SWC1553572,05/09/2025,05/09/2026,,,,,,,Unknown,,
443706,Sole Owner,OLSSON PLUMBING COMPANY,806 LUZ COURT,DANVILLE,CA,94526,Contra Costa,(510) 522 2442,07/27/1983,07/31/2026,C-4| C20| C36| C42| C43,CLEAR,HUDSON INSURANCE COMPANY,30122324,06/17/2023,,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,57WECAT5RXA,08/04/2025,08/04/2026,,,,,,,Unknown,,
629538,Corporation,CABRILLO PLUMBING & HEATING,78 DORMAN AVE,SAN FRANCISCO,CA,94124,San Francisco,(415) 821 0560,09/24/1991,09/30/2027,C20| C36,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC692922,01/01/2023,,Workers' Compensation Insurance,EMPLOYERS COMPENSATION INSURANCE COMPANY,EIG5216426,03/18/2025,03/18/2026,,,,,,,Unknown,,
1104111,Corporation,NEXT SERVICE INC,"39 BRUTON STREET,UNIT 1503",SAN FRANCISCO,CA,94130,San Francisco,(415) 907 7599,05/01/2023,05/31/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100714672,01/20/2023,,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,TWC4242741,03/09/2025,03/09/2026,,,,,,,Unknown,,
1142223,Corporation,PROFICIENT HVAC INC,979 STORY ROAD SUITE 7063,SAN JOSE,CA,95122,Santa Clara,(408) 569 8062,08/19/2025,08/31/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100971661,06/20/2025,,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,72WECBU1GVH,07/16/2025,07/16/2026,,,,,,,Unknown,,
1094775,Sole Owner,GONZALEZ HEATING & AC,1004 W 11TH ST,ANTIOCH,CA,94509,Contra Costa,(510) 943 9737,07/29/2022,07/31/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100664951,01/01/2023,,Workers' Compensation Insurance,HARTFORD UNDERWRITERS INSURANCE COMPANY,57WECBH5F3L,07/02/2025,07/02/2026,,,,,,,Unknown,,
1025424,Corporation,GLOBAL HEATING AND COOLING SERVICES INC,535 SINCLAIR FRONTAGE RD,MILPITAS,CA,95035,Santa Clara,(408) 896 3744,04/04/2017,04/30/2027,C20,CLEAR,TRAVELERS CASUALTY AND SURETY COMPANY OF AMERICA,106678525,01/01/2023,,Workers' Compensation Insurance,SECURITY NATIONAL INSURANCE COMPANY,SWC1537237,02/01/2025,02/01/2026,,,,,,,Unknown,,
779360,Sole Owner,SOLIZ PLUMBING HEATING & AIR CONDITIONING,3045 KENTRIDGE DR,SAN JOSE,CA,95133,Santa Clara,(408) 251 3358,05/22/2000,05/31/2026,C20| C36,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100060033,01/01/2023,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC02491802,09/14/2025,09/14/2026,,,,,,,Unknown,,
1125222,Limited Liability,JAZZ HEATING & COOLING LLC,2158 RHEEM DR,PLEASANTON,CA,94588,Alameda,(925) 291 0900,08/16/2024,08/31/2026,C20| C36,CLEAR,LEXINGTON NATIONAL INSURANCE CORPORATION,L2730682142,07/02/2024,,Workers' Compensation Insurance,A I U INSURANCE COMPANY,20396018,04/01/2025,04/01/2026,,,,,,,Unknown,,
1035630,Corporation,N T BAY AREA CONSTRUCTION INC,1750 STOKES ST # 71,SAN JOSE,CA,95126,Santa Clara,(510) 324 6588,02/05/2018,04/30/2026,B| C20| C36,CLEAR,BUSINESS ALLIANCE INSURANCE COMPANY,G100212233805,01/01/2023,,Workers' Compensation Insurance,WESCO INSURANCE COMPANY,WWC3776507,03/26/2025,03/26/2026,,,,,,,Unknown,,
928075,Corporation,A C HEATING & COOLING SERVICE INC,3500 CLAYTON ROAD SUITE 101,CONCORD,CA,94519,Contra Costa,(925) 521 1807,01/29/2009,01/31/2027,C20| C38,CLEAR,HUDSON INSURANCE COMPANY,30108345,01/19/2023,,Workers' Compensation Insurance,NORGUARD INSURANCE COMPANY,ACWC626399,02/16/2025,02/16/2026,,,,,,,Unknown,,
893758,Corporation,J B K AIRE INC,16925 MALAGA DRIVE,MORGAN HILL,CA,95037,Santa Clara,(408) 779 3296,04/03/2007,04/30/2027,C20,CLEAR,HUDSON INSURANCE COMPANY,30138324,04/05/2024,,Workers' Compensation Insurance,EVEREST PREMIER INSURANCE COMPANY,7600013114251,04/16/2025,04/16/2026,,,,,,,Unknown,,
917996,Corporation,BAYHILL HEAT & AIR INC,1047 S CLAREMONT ST,SAN MATEO,CA,94402,San Mateo,(650) 212 7600,06/21/2008,12/31/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100614822,01/01/2023,,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,EIG558872401,07/31/2025,07/31/2026,,,,,,,Unknown,,
1114298,Corporation,R & L MECHANICAL INC,16848 ALISAL COURT,SAN LORENZO,CA,94580,Alameda,(415) 651 4977,12/22/2023,12/31/2025,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100820283,12/05/2023,,Workers' Compensation Insurance,VALLEY FORGE INSURANCE COMPANY,WC738628406,11/21/2024,11/21/2025,,,,,,,Unknown,,
918680,Sole Owner,ANDRE'S AIR,P O BOX 6296,VACAVILLE,CA,95696,Solano,(707) 386 2313,07/03/2008,07/31/2026,C20,CLEAR,WESTERN SURETY COMPANY,62432262,01/01/2023,,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,TWC4594467,03/06/2025,03/06/2026,,,,,,,Unknown,,
794842,Corporation,DELTA EMC INC,3900 NEWPARK MALL RD 3RD FLOOR,NEWARK,CA,94560,Alameda,(408) 898 6299,05/08/2001,12/31/2027,C10| C16| C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100816120,12/19/2023,,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,76WEGAK8MJN,03/15/2023,03/15/2026,,,,,,,Unknown,,
209064,Corporation,ABCO MECHANICAL CONTRACTORS INC,475 BARNEVELD AVENUE,SAN FRANCISCO,CA,94124,San Francisco,(415) 648 7135,05/21/1962,12/31/2027,C-4| C20| C38,CLEAR,HUDSON INSURANCE COMPANY,30042302,01/01/2023,,Workers' Compensation Insurance,INSURANCE COMPANY OF THE WEST,WPL502610211,04/01/2025,04/01/2026,,,,,,,Unknown,,
1140283,Corporation,ARROW GREEN HEATING AND COOLING INC,3314 SAN PEDRO CT,UNION CITY,CA,94587,Alameda,(510) 972 8880,07/11/2025,07/31/2027,C20,CLEAR,,JT018555,06/23/2025,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9382655,06/23/2025,06/23/2026,,,,,,,Unknown,,
1053819,Corporation,COOLING AND HEATING SOLUTIONS,1900 LYNWOOD DR SUITE C,CONCORD,CA,94519,Contra Costa,(888) 870 1166,05/21/2019,05/31/2027,C20| D04| D24,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100444556,01/01/2023,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9374837,02/07/2025,02/07/2026,,,,,,,Unknown,,
1058914,Corporation,H & Z CONSTRUCTION INC,62 ACCACIA ST,DALY CITY,CA,94014,San Mateo,(415) 310 2668,10/04/2019,10/31/2027,A| B| C10| C16| C20| C36| C38,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF612130,01/01/2023,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9318093,05/18/2023,05/18/2026,,,,,,,Unknown,,
723158,Limited Liability,AIR EXPERTS,2714 OHARA AVE,BRENTWOOD,CA,94513,Contra Costa,(925) 625 5458,05/23/1996,03/31/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100818109,03/25/2024,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9354185,02/15/2024,02/15/2026,,,,,,,Unknown,,
1056274,Corporation,MADE SIMPLE HEATING & AIR INC,3030 LAWRENCE EXPY,SANTA CLARA,CA,95051,Santa Clara,(408) 230 5011,07/25/2019,07/31/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100448625,01/01/2023,,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,EIG565815001,08/25/2025,08/25/2026,,,,,,,Unknown,,
1038617,Corporation,HVAC FOR LES$ INCORPORATED,3991 ROYAL ARCH DRIVE,CONCORD,CA,94519,Contra Costa,(707) 490 5446,04/26/2018,10/31/2026,C20,CLEAR,HUDSON INSURANCE COMPANY,30054469,01/01/2023,,Workers' Compensation Insurance,STATE FARM FIRE AND CASUALTY COMPANY,97EB03821,11/09/2023,11/09/2025,,,,,,,Unknown,,
1059312,Limited Liability,MARKET MECHANICAL HVACR,PO BOX 117343,BURLINGAME,CA,94011,San Mateo,(510) 606 8007,10/16/2019,10/31/2027,C20| C38,CLEAR,HUDSON INSURANCE COMPANY,30039022,01/01/2023,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC01783302,03/21/2025,03/21/2026,,,,,,,Unknown,,
1114751,Limited Liability,POLARTECH LLC,2070 N BROADWAY 21,WALNUT CREEK,CA,94596,Contra Costa,(925) 330 8933,01/09/2024,01/31/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100976425,07/21/2025,,Workers' Compensation Insurance,CONTINENTAL CASUALTY COMPANY,7039298555,05/15/2025,05/15/2026,,,,,,,Unknown,,
1145214,Corporation,APCOR MECHANICAL,P O BOX 2101,GILROY,CA,95021,Santa Clara,(408) 912 6227,10/20/2025,10/31/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100999602,10/06/2025,,Workers' Compensation Insurance,,TWC4698131,10/07/2025,10/07/2026,,,,,,,Unknown,,
901598,Sole Owner,Z & H MECHANICAL CONTRACTOR,56 NEWTON ST,SAN FRANCISCO,CA,94112,San Francisco,(415) 671 9138,08/07/2007,10/31/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100754521,05/28/2023,,Workers' Compensation Insurance,SECURITY NATIONAL INSURANCE COMPANY,SWC1512255,10/05/2024,10/05/2026,,,,,,,Unknown,,
1094269,Sole Owner,ALL STAR A/C & HEATING NGOV,5259 JACQUE BELL LN,FAIRFIELD,CA,94533,Solano,(707) 384 2775,07/21/2022,07/31/2026,C20,CLEAR,PHILADELPHIA INDEMNITY INSURANCE COMPANY,PB10163401505,06/14/2025,,Workers' Compensation Insurance,STATE FARM FIRE AND CASUALTY COMPANY,97ESH3546,06/30/2025,06/30/2026,,,,,,,Unknown,,
902777,Sole Owner,ALL ABOUT AIR,"2415 RADLEY COURT, SUITE 8",HAYWARD,CA,94545,Alameda,(510) 538 2247,08/29/2007,08/31/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100232387,01/01/2023,,Workers' Compensation Insurance,SECURITY NATIONAL INSURANCE COMPANY,SWC1580071,09/08/2025,09/08/2026,,,,,,,Unknown,,
